id1,id2,correlation
TW25,DK10,0.8016913250893153
VK1,WSW2,0.8016320950075806
WSW2,VK1,0.8016320950075806
S4,SOP2,0.8016245248467564
EXP6,TW3,0.8016221836411539
TW3,EXP6,0.8016221836411539
HP24,SE8,0.8016180584010257
SE8,HP24,0.8016180584010257
MG5,PR6,0.8016063866354814
PR6,MG5,0.8016063866354814
WE3,WW8,0.8015628764770881
WW8,WE3,0.8015628764770881
SsC2,SsC3,0.8015600396618753
SsC3,SsC2,0.8015600396618753
DA12,TNG7,0.8015057022340386
TNG7,DA12,0.8015057022340386
SL2,TW22,0.8015052531782659
TW22,SL2,0.8015052531782659
SVU5,TW3,0.8014473484096115
TW3,SVU5,0.8014473484096115
GTH5,YJ4,0.80143967105302
YJ4,GTH5,0.80143967105302
FUTR9,BC4,0.8014362782487572
S7,TL3,0.8014197633618929
TL3,S7,0.8014197633618929
BSG11,FS9,0.8014012561095849
FS9,BSG11,0.8014012561095849
DH4,GLEE6,0.8013946846751143
GLEE6,DH4,0.8013946846751143
AD10,TP5,0.8013762741929367
SW4,TWCH5,0.801340287864741
TWCH5,SW4,0.801340287864741
DH4,HIMYM4,0.8012745516705407
HIMYM4,DH4,0.8012745516705407
S4,XF2,0.8012589502005684
GA9,WW5,0.8012439706011231
WW5,GA9,0.8012439706011231
GILG7,B996,0.8012398121627051
B3,HIMYM5,0.8012193846158978
HIMYM5,B3,0.8012193846158978
BBT7,F2,0.8011644609422769
F2,BBT7,0.8011644609422769
MCU11,GOT18,0.8010902421207996
EXP4,WW9,0.8010335058002543
GP4,TNG6,0.8009787806176184
MCU3,MCU5,0.8008929855086832
MCU5,MCU3,0.8008929855086832
MF10,S4,0.800867020430847
S4,MF10,0.800867020430847
FS7,TW6,0.8008659472391311
TW6,FS7,0.8008659472391311
TWCH1,MCU10,0.8008561472192351
R303,S7,0.8008394305959491
S7,R303,0.8008394305959491
TW13,TW9,0.8008096334325313
TW9,TW13,0.8008096334325313
ONB4,PKB1,0.8008031486994078
PKB1,ONB4,0.8008031486994078
GOT11,DA9,0.8007639874338317
S10,TP4,0.8007457424088824
TP4,S10,0.8007457424088824
FS5,MCU12,0.8007335572493506
S11,TW29,0.8006958572933152
TW29,S11,0.8006958572933152
S87,TP2,0.8006801960718483
TP2,S87,0.8006801960718483
B991,BOBB2,0.8006731128711585
BOBB2,B991,0.8006731128711585
HP22,SE8,0.800665078711278
SE8,HP22,0.800665078711278
ARCH6,MCU3,0.8006439779508844
MCU3,ARCH6,0.8006439779508844
GOT7,LOTR5,0.8006404138178664
LOTR5,GOT7,0.8006404138178664
GTH8,HP28,0.8005960713386895
HP28,GTH8,0.8005960713386895
FS10,KE3,0.8005855565519643
BSG12,SVU6,0.8005614646575354
BB8,TWCH6,0.8004690435833173
TWCH6,BB8,0.8004690435833173
HIMYM2,MF4,0.8004652971457934
TB3,TO7,0.800459025277696
DH1,ONB9,0.8004425909592715
ONB9,DH1,0.8004425909592715
SL5,ER2,0.8004176343031151
SVU4,TNG5,0.8003785015913187
TNG5,SVU4,0.8003785015913187
MCU8,TNG1,0.8003648604519709
B992,MCU3,0.8003058480937688
MCU3,B992,0.8003058480937688
WE4,CM3,0.8002736689880344
GOT5,GTH5,0.8002545903354212
GTH5,GOT5,0.8002545903354212
EXP4,MM10,0.8002536470537823
MM10,EXP4,0.8002536470537823
BSG7,MCU10,0.8002509020717955
DA15,DA6,0.8002429486422328
FS8,DA8,0.8002105488083346
WC5,SVU6,0.800171130929113
GLEE8,SCRUBS6,0.8001704532908891
SCRUBS6,GLEE8,0.8001704532908891
S83,CM3,0.8001511825943441
GTH5,MG5,0.8001318934342397
MG5,GTH5,0.8001318934342397
UA4,SW2,0.8000521345941621
GP1,PC1,0.8000130617999525
PC1,GP1,0.8000130617999525
TB4,TL10,0.7999155493058512
TL10,TB4,0.7999155493058512
TB8,AD3,0.7998932325054611
SUC2,WSW14,0.7998796520917486
WSW14,SUC2,0.7998796520917486
AD8,SP3,0.7998715805114456
SP3,AD8,0.7998715805114456
B992,ONB2,0.7997983716839264
ONB2,B992,0.7997983716839264
LOTR6,TW4,0.7997507011087385
T7S6,MF4,0.7997275576843922
GLEE9,SHL1,0.7996790642693694
SHL1,GLEE9,0.7996790642693694
SHL4,TL8,0.7996577994122667
TL8,SHL4,0.7996577994122667
B992,MCU7,0.7996426537286856
MCU7,B992,0.7996426537286856
FR5,V4,0.7996410963414418
V4,FR5,0.7996410963414418
SE2,TIU6,0.7995974411558622
FR3,GILG14,0.799589875645187
GILG14,FR3,0.799589875645187
FS9,PR9,0.7995506661060275
PR9,FS9,0.7995506661060275
SHL5,C4,0.7994327202509731
ALA4,GOT26,0.7993453617812358
GOT26,ALA4,0.7993453617812358
SsC1,TIU3,0.7993139375263002
PC2,WSW8,0.7992653905335906
LOTR9,C4,0.7992293510874369
GLEE10,GP5,0.7991936683285971
GP5,GLEE10,0.7991936683285971
MG6,CM2,0.7991534052442661
SCDL2,TGW1,0.7991531802486956
GOT12,GOT14,0.7991497363405409
GOT14,GOT12,0.7991497363405409
SHL2,WE1,0.7991473901367191
WE1,SHL2,0.7991473901367191
GOT26,O5,0.7991095653125748
O5,GOT26,0.7991095653125748
DK9,SUC10,0.7990736187267279
SUC10,DK9,0.7990736187267279
MCU4,NCIS5,0.7990586228598433
SCRUBS6,SVU1,0.799043211392625
BSG10,S87,0.7990223083132414
S87,BSG10,0.7990223083132414
ALA5,MCU15,0.7990171599740632
MCU15,ALA5,0.7990171599740632
AD8,ASP5,0.7990129856488198
ASP5,AD8,0.7990129856488198
CH4,SVU3,0.7989238044138098
ARCH4,C9,0.7989108423505015
C9,ARCH4,0.7989108423505015
BBT8,PR9,0.7989055318076556
PR9,BBT8,0.7989055318076556
ALA9,SE7,0.7988460019185805
SE7,ALA9,0.7988460019185805
ALA10,FS8,0.7988341308895092
TNG7,HAM2,0.798812359682784
LOTR8,LK2,0.7988054586571401
GP1,SHL2,0.7987885422078357
SHL2,GP1,0.7987885422078357
SVU4,NCIS1,0.7987770573976078
TW22,LW5,0.7987490353766917
BSG13,EU5,0.7987435549478844
EU5,BSG13,0.7987435549478844
TL2,TGW1,0.7987210338638029
ALA10,LOTR2,0.7987015193950426
LOTR2,ALA10,0.7987015193950426
TB4,WW8,0.798645290566996
WW8,TB4,0.798645290566996
BB1,O2,0.798634598944705
O2,BB1,0.798634598944705
LOTR2,VK1,0.7986344725817554
VK1,LOTR2,0.7986344725817554
DK1,GTH3,0.7985737800362196
GTH3,DK1,0.7985737800362196
D9,KE3,0.7985557357464212
R302,AD3,0.7985453229864738
MASH3,B991,0.7985362755584152
GA10,HAM4,0.7984821234333974
BATB1,MASH4,0.7984482251430687
MM5,PC5,0.7984204962682837
PC5,MM5,0.7984204962682837
BOBB2,NG1,0.7984131894129967
NG1,BOBB2,0.7984131894129967
SsC6,S3,0.7983990954980063
TP1,TW4,0.7983973998865556
DH5,GTH8,0.798376706510166
GTH8,DH5,0.798376706510166
FS10,SL5,0.7983541161414835
SL5,FS10,0.7983541161414835
DH4,MF2,0.7983504787919989
MF2,DH4,0.7983504787919989
WD9,MCU10,0.7983471363314342
GOT10,TP13,0.7983245236278362
BSG10,WD1,0.7982956259369998
WD1,BSG10,0.7982956259369998
C7,S11,0.7982856450863415
S11,C7,0.7982856450863415
GOT22,SE8,0.7982668722998576
SE8,GOT22,0.7982668722998576
D2,GA5,0.7982228429806567
GA5,D2,0.7982228429806567
TNG7,B3,0.7981842929249789
GOG2,LW3,0.7981286132137002
LW3,GOG2,0.7981286132137002
BBT1,SE1,0.7981034733818348
SE1,BBT1,0.7981034733818348
BSG13,S13,0.7980837739884425
S13,BSG13,0.7980837739884425
LOTR8,TP1,0.7980188719293074
TP1,LOTR8,0.7980188719293074
HP8,DA8,0.7979796358687234
CM6,LK2,0.7979457782631598
GA8,TWCH6,0.7979387716039402
TWCH6,GA8,0.7979387716039402
LU1,LU5,0.7979331910867511
LU5,LU1,0.7979331910867511
UA4,LK2,0.797909097624537
TIU10,TNG6,0.79787102244579855
GLEE6,SC4,0.7978130502592511
SC4,GLEE6,0.7978130502592511
LOTR9,T7S6,0.7977784838464301
T7S6,LOTR9,0.7977784838464301
BDC2,UA5,0.79772831481823
UA5,BDC2,0.79772831481823
DH5,SC4,0.7977165278718366
SC4,DH5,0.7977165278718366
TB1,TW2,0.7977017522220836
TW2,TB1,0.7977017522220836
DH5,MG2,0.7976793494440042
H6,SOP2,0.7976759849470946
BC1,TB1,0.7976074168944269
TB1,BC1,0.7976074168944269
LOTR6,TNG1,0.797570367439926
SOP10,SP3,0.7975533014118539
SP3,SOP10,0.7975533014118539
GOT7,SL6,0.7975485417827228
EXP6,FS5,0.7975345760616781
GOT11,SL2,0.797517738975981
SL2,GOT11,0.797517738975981
B995,HIMYM2,0.7974616187359923
HIMYM2,B995,0.7974616187359923
FR1,MF4,0.7974585679991264
SUC3,ALA6,0.7974519642942184
GOG5,GTH8,0.79740900716604
GTH8,GOG5,0.79740900716604
T7S5,TIU6,0.7973866567982343
FUTR3,GP1,0.7973024354669559
GP1,FUTR3,0.7973024354669559
AD10,HAM6,0.797273103673899
HAM6,AD10,0.797273103673899
V4,TP13,0.7972710922227875
TB4,S3,0.7972594948495263
GP4,NCIS4,0.7972586042706968
SUC2,C9,0.7972555493129829
BC1,WE1,0.7972169348492075
WE1,BC1,0.7972169348492075
HP11,T7S7,0.7972049378716106
T7S7,HP11,0.7972049378716106
KE1,SC4,0.7971760193031434
SC4,KE1,0.7971760193031434
T7S5,FS5,0.7971296847455189
TW11,TGW1,0.7971282492389304
V1,V4,0.7970720557439243
V4,V1,0.7970720557439243
LU1,PR8,0.7970217929253933
PR8,LU1,0.7970217929253933
TL2,HAM4,0.7969961960776439
RD4,SE3,0.7969585694129661
SE3,RD4,0.7969585694129661
ARCH4,SUC2,0.7969192041858406
SUC2,ARCH4,0.7969192041858406
SsC4,DH4,0.796898713801195
S87,DK4,0.7968925425890544
GOT22,ALA8,0.7968617615489939
BSG3,UA3,0.7968518511726453
UA3,BSG3,0.7968518511726453
DH3,TWCH6,0.7967734884786145
TWCH6,DH3,0.7967734884786145
ARCH6,FS5,0.796763160286624
MASH6,SsC6,0.7967627237065105
DA12,TIU2,0.7967309407059922
TIU2,DA12,0.7967309407059922
MM10,TGW1,0.7967119335564566
NG1,SCRUBS1,0.7966993290868697
SCRUBS1,NG1,0.7966993290868697
LW1,XF1,0.7966988404746592
XF1,LW1,0.7966988404746592
TW23,LOTR2,0.7966758524339411
TWCH3,GTH8,0.7966653920130324
UA6,WD6,0.7966485463619264
WD6,UA6,0.7966485463619264
WD9,NCIS1,0.7965933258587634
GLEE8,TIU6,0.7965696744559033
GOG1,DH4,0.7963514207431336
PR1,PR10,0.7963474519709692
PR10,PR1,0.7963474519709692
T7S3,TO1,0.7963254261904013
TO1,T7S3,0.7963254261904013
FS10,GOT18,0.7962844713709856
BSG4,GTH1,0.7962266341647555
GTH1,BSG4,0.7962266341647555
PC6,TO11,0.7961654896385758
TO11,PC6,0.7961654896385758
ALA4,GOT30,0.7961643692897339
GOT30,ALA4,0.7961643692897339
TW19,CM4,0.7961157779268959
WD9,LOTR2,0.796105313739672
GP4,SVU6,0.7960815745997903
TW22,WD6,0.7960287308107322
WD6,TW22,0.7960287308107322
GOT23,SP3,0.795997047610948
SP3,GOT23,0.795997047610948
DA12,HAM2,0.7959240466511762
SE7,TO14,0.7959210303884992
TO14,SE7,0.7959210303884992
MASH5,MM3,0.7958799400271758
MM3,MASH5,0.7958799400271758
DK3,PC2,0.7958206956006811
PC2,DK3,0.7958206956006811
RJ3,FS8,0.7957928011849551
SHL1,SOP10,0.795690432699494
SOP10,SHL1,0.795690432699494
GA8,BB8,0.7956539124725123
S810,TNG6,0.7956265036530279
ARC4,SW2,0.7956135391661595
R305,TGW5,0.7955625716007835
TGW5,R305,0.7955625716007835
TW9,SUC1,0.7955294657351711
GILG6,SCDL7,0.7954618059615823
SCDL7,GILG6,0.7954618059615823
VK7,GOT27,0.7954392512592575
BATB5,WE3,0.7954264227805732
WE3,BATB5,0.7954264227805732
ARCH1,WSW14,0.7953872554372332
WSW14,ARCH1,0.7953872554372332
LK4,MF4,0.7953714507193969
BSG12,MCU12,0.795345510637387
EXP3,GOT15,0.7953406502386935
GOT15,EXP3,0.7953406502386935
CM6,TIU6,0.7953389565509239
MCU7,TW15,0.7953114922934903
TW15,MCU7,0.7953114922934903
BATB5,SE4,0.7952737502721634
SE4,BATB5,0.7952737502721634
WSW10,ER2,0.795258871358951
WSW2,MCU10,0.7952452473577831
GP5,LK4,0.7951830846105193
LK4,GP5,0.7951830846105193
PKB3,MM5,0.795136182360218
SOP5,S6,0.7951051804910446
MCU3,PKB1,0.7950941179801424
PKB1,MCU3,0.7950941179801424
DK8,MM13,0.7950005643014249
MM13,DK8,0.7950005643014249
EU5,NCIS6,0.7949931665454455
VK7,ALA6,0.7949449040059426
TNG4,TNG5,0.7949194506820941
TNG5,TNG4,0.7949194506820941
VK7,LK5,0.7948584989421714
S89,ST15,0.7948477692938342
ST15,S89,0.7948477692938342
FS10,TB11,0.7948325438327336
TB11,FS10,0.7948325438327336
SHL6,C9,0.7947860826639864
F3,SF4,0.7947687736019294
SF4,F3,0.7947687736019294
ARCH6,TGW3,0.7947685243279287
D5,H4,0.7947530253874152
TL3,MASH4,0.7947425073858879
O2,SCDL7,0.7946792530660641
SCDL7,O2,0.7946792530660641
WSW2,SCDL1,0.7946201202632823
GILG1,SE4,0.7945746459103206
SE4,GILG1,0.7945746459103206
KE4,TW27,0.7945599365044791
TW27,KE4,0.7945599365044791
SVU2,TW19,0.7945462372632411
TW19,SVU2,0.7945462372632411
GA8,ER2,0.7945435205323458
S85,BSG3,0.7945256515810271
HP18,SCRUBS3,0.7945124130213193
SCRUBS3,HP18,0.7945124130213193
GOT3,TWCH3,0.794511089208679
TWCH3,GOT3,0.794511089208679
SCDL6,H3,0.7944522974695873
GOT5,TGW4,0.7943857040197649
TGW4,GOT5,0.7943857040197649
SV8,PR9,0.7943828760921303
LU5,WE1,0.7943736967863999
WE1,LU5,0.7943736967863999
ASP5,TO10,0.7943726528999242
TO10,ASP5,0.7943726528999242
CM1,MCU4,0.7943603064021434
MCU4,CM1,0.7943603064021434
RD3,SCDL1,0.794336731768047
DH5,RD6,0.7943200476494168
WD6,LW5,0.7943191811308503
PKB1,MCU10,0.7943004822403976
GILG10,KE3,0.7942862824586335
T7S6,TO1,0.7942623308438643
TO1,T7S6,0.7942623308438643
GOT7,NCIS5,0.7942402952245029
GOT5,S85,0.7942358694276456
S85,GOT5,0.7942358694276456
MASH2,H2,0.7941899750191219
TNG3,TNG9,0.7941808299677814
TNG9,TNG3,0.7941808299677814
TL10,HAM2,0.7941782683971794
BC1,TW2,0.7941258710409737
TW2,BC1,0.7941258710409737
AD4,BSG13,0.7940221365963904
BSG13,AD4,0.7940221365963904
ARC7,GOT19,0.7939241661463282
GOT19,ARC7,0.7939241661463282
TP1,MCU12,0.7938789330444851
GILG10,MF3,0.7938712871908546
MF3,GILG10,0.7938712871908546
HP16,BVS5,0.7938417298654749
TB7,MCU9,0.7938139048166297
PKB1,TGW4,0.7937712691758974
TGW4,PKB1,0.7937712691758974
TL1,WE3,0.7937541946778266
WE3,TL1,0.7937541946778266
FS3,SE2,0.7936817074089935
SE2,FS3,0.7936817074089935
HP18,MCU15,0.7936558623746076
MCU15,HP18,0.7936558623746076
VK6,VK8,0.793644739793372
VK8,VK6,0.793644739793372
TNG3,LU6,0.7936111056959825
BSG10,GOT1,0.7935967787426816
GOT1,BSG10,0.7935967787426816
GILG1,HIMYM5,0.7935795731335349
HIMYM5,GILG1,0.7935795731335349
TP2,DA9,0.7935777570498087
DH5,KE1,0.7935641072190976
DA7,O7,0.7935470068890499
O7,DA7,0.7935470068890499
T7S5,WW6,0.7935427651205836
TW19,TNG1,0.7934904745805409
NG1,TO14,0.7934863084315257
TO14,NG1,0.7934863084315257
SCRUBS3,SHL5,0.7934829578104982
SHL5,SCRUBS3,0.7934829578104982
GOT10,TP5,0.7934807507775302
ARC6,LK5,0.7934504317086474
HP8,ALA3,0.7934413110290568
AD8,ASP2,0.793394148664661
ASP2,AD8,0.793394148664661
HP30,ST15,0.7933191411403442
ST15,HP30,0.7933191411403442
AD8,TO15,0.7932476075101277
TO15,AD8,0.7932476075101277
BSG8,D4,0.7932354183005526
D4,BSG8,0.7932354183005526
FS4,WE3,0.7932117223512695
WE3,FS4,0.7932117223512695
FR5,S6,0.7930819433484958
TW19,DK2,0.7930504630013837
SC4,DH4,0.7930239992989305
DA7,GOT22,0.7930072081139341
GOT22,DA7,0.7930072081139341
BDC2,B991,0.7929777172360915
HP29,TB9,0.792942799793705
TB9,HP29,0.792942799793705
MCU11,ALA6,0.7929398616635172
S89,TL8,0.7929346470161104
TL8,S89,0.7929346470161104
DH5,GLEE6,0.7929294893069827
GLEE6,DH5,0.7929294893069827
TP1,HP3,0.7929269241575371
PR5,T7S8,0.792925494036543
T7S8,PR5,0.792925494036543
GOT3,WSW1,0.7929244068806536
WSW1,GOT3,0.7929244068806536
GILG7,MM13,0.7929092114417929
MM13,GILG7,0.7929092114417929
SE3,YJ4,0.7929062790294787
YJ4,SE3,0.7929062790294787
TW19,HP6,0.7927939157223138
SCRUBS3,ST9,0.7927038243642466
ST9,SCRUBS3,0.7927038243642466
GOT1,GOT12,0.7926868379429425
GOT12,GOT1,0.7926868379429425
ARCH1,MM11,0.7926730513207428
MM11,ARCH1,0.7926730513207428
WSW2,PKB1,0.7926426308668905
SUC3,GOT27,0.7926375112735097
TO10,S11,0.7926154602465184
ALA1,NG1,0.7925861537425286
ARCH4,R302,0.7925786012541814
R302,ARCH4,0.7925786012541814
H1,SV4,0.7925592818311273
SV4,H1,0.7925592818311273
TB1,WE2,0.7924529286794357
WE2,TB1,0.7924529286794357
DA7,LK5,0.7924263375010988
DA10,PR7,0.7923435581111208
PR7,DA10,0.7923435581111208
TP1,SVU1,0.7923021009081495
MG4,MG9,0.7922674680257035
MG9,MG4,0.7922674680257035
PKB4,SW2,0.7922525501409262
HP13,H6,0.7922445543989594
GOG5,ALA6,0.7922402785064991
TB2,SL6,0.7922374818679514
SV3,TO9,0.7922219221535671
TO9,SV3,0.7922219221535671
TL2,H2,0.7922090512071198
S83,TB4,0.792194273210018
TB4,S83,0.792194273210018
GOG5,ARCH2,0.7921187185297941
BOBB2,T7S6,0.7921019227366748
T7S6,BOBB2,0.7921019227366748
UA4,CM3,0.7920860074081784
V4,ARCH2,0.7920448400479447
MF9,R306,0.7920226114161597
R306,MF9,0.7920226114161597
TNG10,TNG7,0.7920207931736191
TNG7,TNG10,0.7920207931736191
HP13,EU5,0.7920195188390864
D5,SCDL7,0.7920101336547783
SCDL7,D5,0.7920101336547783
WW8,PR2,0.7920063086941355
S83,DA8,0.7920031143495644
FUTR3,GLEE9,0.7919297730718761
GLEE9,FUTR3,0.7919297730718761
TP6,WC1,0.791928405255837
WC1,TP6,0.791928405255837
BBT9,SHL10,0.7918753668024201
SHL10,BBT9,0.7918753668024201
LW1,ST15,0.7918541156995955
ST15,LW1,0.7918541156995955
SCDL5,TP13,0.7918457971316484
T7S7,WW8,0.7917948392765541
WW8,T7S7,0.7917948392765541
VK1,MCU9,0.7917895182019575
BSG10,TP2,0.7917663773661021
TP2,BSG10,0.7917663773661021
GP2,MCU4,0.7917543379588313
MCU4,GP2,0.7917543379588313
WC5,CM3,0.7917262460927251
T7S5,SW2,0.7916692192671413
GILG8,FR4,0.7916497382984945
TGW5,DA6,0.7916455685184289
BATB2,GOT23,0.7916381889023721
GOT23,BATB2,0.7916381889023721
MCU5,TNG4,0.7916285714499333
TNG4,MCU5,0.7916285714499333
GOG5,MG2,0.7915412867965836
SCRUBS6,WW10,0.7915231791509342
TW9,ALA8,0.791503010068126
GOT7,KE6,0.7914770511657938
KE6,GOT7,0.7914770511657938
DA12,CM3,0.7914015043469913
GLEE2,MCU11,0.7913461385952602
GOT26,WE1,0.791313960052174
WE1,GOT26,0.791313960052174
BSG12,WW7,0.7913009144064677
MCU8,B996,0.7912248203710507
TGW4,WSW2,0.7912236661712342
TB6,TB8,0.7912046458923876
TB8,TB6,0.7912046458923876
PC1,UA5,0.7911840399026163
UA5,PC1,0.7911840399026163
GP4,DK7,0.7911655414713037
AD4,WSW15,0.7911531787070314
WSW15,AD4,0.7911531787070314
TW16,TP5,0.7911377656523733
SCRUBS1,T7S6,0.791099994181764
T7S6,SCRUBS1,0.791099994181764
LOTR6,FS8,0.7910937870970264
ARC6,SW4,0.7910721269615124
WSW3,GP2,0.7910648875907346
FS7,TP4,0.791026305420593
TP4,FS7,0.791026305420593
WE5,KE6,0.7909753235598923
FR5,MM3,0.790946874965996
MM3,FR5,0.790946874965996
PR8,SHL4,0.7909160878680412
SHL4,PR8,0.7909160878680412
C8,TO6,0.7908579215538278
TO6,C8,0.7908579215538278
HP28,ST14,0.7908170910933392
ST14,HP28,0.7908170910933392
DA12,TNG6,0.7908136966924931
EU2,S84,0.7907756790769629
S84,EU2,0.7907756790769629
GTH1,SVU1,0.7907202409209264
GOT1,GOT14,0.7907197414309718
GOT14,GOT1,0.7907197414309718
TB10,WD8,0.7907001894499005
WD8,TB10,0.7907001894499005
GLEE8,MF2,0.7906481543660333
MF2,GLEE8,0.7906481543660333
PKB4,ST7,0.7906329278364017
GOT15,TB1,0.7906153713829305
TB1,GOT15,0.7906153713829305
FUTR2,MCU3,0.7906052029659381
SUC3,ARCH2,0.7905824621584963
TB4,TO4,0.7905705136420218
ALA1,GILG8,0.790544700040274
GILG8,ALA1,0.790544700040274
HP23,ALA8,0.7904859356159321
SL2,EU5,0.79046497064543
TIU7,MF4,0.7904432897754186
GOG2,SUC3,0.7903761944754738
SUC3,GOG2,0.7903761944754738
GA2,GA6,0.7903720522725508
GILG8,HIMYM5,0.7903703566583521
HIMYM5,GILG8,0.7903703566583521
S8,V3,0.7903639539780041
V3,S8,0.7903639539780041
KE4,SCDL10,0.7903206043086338
FUTR9,V3,0.7903072348885029
V3,FUTR9,0.7903072348885029
MF3,SC3,0.79027302593435
FS9,BVS5,0.7902490704901921
ALA10,GOT12,0.7901668087379401
EXP3,WD8,0.7901603264693884
WD8,EXP3,0.7901603264693884
DH7,EU5,0.7900837236765136
SCRUBS4,T7S8,0.790077882293913
T7S8,SCRUBS4,0.790077882293913
SUC5,BB8,0.7900464955018542
MCU15,T7S3,0.7900006201251649
T7S3,MCU15,0.7900006201251649
LOTR6,MCU8,0.7899584106199954
MCU8,LOTR6,0.7899584106199954
SP5,AD4,0.789940949361306
GOT14,BSG1,0.789933504719086
ONB7,YJ4,0.7897989975195565
YJ4,ONB7,0.7897989975195565
WSW9,BB8,0.7897780872351204
FS3,GOT19,0.7897537231807863
GOT19,FS3,0.7897537231807863
TL10,MASH4,0.789740466350769
BBT7,SCRUBS6,0.7897372207279096
SCRUBS6,BBT7,0.7897372207279096
SE7,NG1,0.7897223455986796
ARCH6,YJ2,0.789716210048116
YJ2,ARCH6,0.789716210048116
GLEE10,SE7,0.7897111322523639
SE7,GLEE10,0.7897111322523639
BBT8,TNG9,0.7896999501934124
TNG9,BBT8,0.7896999501934124
AD2,WSW14,0.7896955824201292
WSW14,AD2,0.7896955824201292
DK1,MCU3,0.7896479138009105
O2,TB13,0.7895988214193788
TB13,O2,0.7895988214193788
D4,TNG5,0.7895625599724853
TNG5,D4,0.7895625599724853
GA5,TL3,0.7895362112977775
TL3,GA5,0.7895362112977775
O2,DA6,0.789465114216916
ALA7,FS8,0.7894456648324867
S13,GP2,0.789435753731855
GLEE2,SUC1,0.7894033219251159
GOT29,SC4,0.7893953322710685
SC4,GOT29,0.7893953322710685
FS4,CM2,0.7893423839524367
TL2,SV7,0.7893313266801105
TP7,TIU2,0.7892554775075575
S1,S14,0.7892439139604004
S14,S1,0.7892439139604004
FS10,GA8,0.7892411522317588
S89,SE4,0.7892189623580321
SE4,S89,0.7892189623580321
BC1,YJ4,0.7891768602104576
YJ4,BC1,0.7891768602104576
ARCH6,MASH2,0.7891733607120255
MASH2,ARCH6,0.7891733607120255
GOT7,LW4,0.7891713583402078
LW4,GOT7,0.7891713583402078
SP3,AD3,0.789160539212936
ONB3,SE8,0.7891464696704408
SE8,ONB3,0.7891464696704408
GOT17,BSG2,0.7891399318516386
TW26,TP5,0.7891084868926791
ASP1,ONB5,0.7890806023122477
ONB5,ASP1,0.7890806023122477
DH2,MF3,0.789066881881709
MF3,DH2,0.789066881881709
FR1,BOBB2,0.789050591035421
R306,DH4,0.7890413305570552
BBT1,PR9,0.7890228731450651
D9,TW13,0.7889581184289767
TW13,D9,0.7889581184289767
GA2,PKB1,0.7889179862282326
BBT1,AD4,0.7888843882907688
SCRUBS4,ARCH2,0.7888687957372186
GOG5,RD3,0.7888447018511087
RD3,GOG5,0.7888447018511087
LOTR4,SBSP1,0.7888359370588313
SBSP1,LOTR4,0.7888359370588313
FUTR3,S11,0.7888326522365505
C7,SP3,0.7887846884050227
SP3,C7,0.7887846884050227
LW1,ST12,0.7887269632030232
ST12,LW1,0.7887269632030232
S10,SHL1,0.7886781929317889
SHL1,S10,0.7886781929317889
O7,TO7,0.7886774222309463
MCU8,B5,0.7886390450217958
GILG11,MF2,0.7886326011786174
MF2,GILG11,0.7886326011786174
DA12,LK2,0.7886314081761358
SF4,UA5,0.7886020567424223
UA5,SF4,0.7886020567424223
GOT30,O5,0.7885993884163668
O5,GOT30,0.7885993884163668
DA11,GOT27,0.7885815531936012
ARCH5,S2,0.7885811554674288
S2,ARCH5,0.7885811554674288
MF10,B996,0.7885496377110784
MM10,TL2,0.7885206576425686
TL2,MM10,0.7885206576425686
MCU8,TW1,0.7885047813805653
RD3,MM5,0.7884871982318082
AD1,SsC1,0.7884643300515272
SsC1,AD1,0.7884643300515272
ARCH4,ASP4,0.7883987375482646
ASP4,ARCH4,0.7883987375482646
FS4,GILG8,0.7883345778031426
GILG8,FS4,0.7883345778031426
MM13,GA8,0.7883229994459451
FS9,TIU3,0.7883007994734901
V4,GOT27,0.7882336093520937
CM6,GA9,0.7882332766980682
GA9,CM6,0.7882332766980682
FS3,TNG10,0.7882181419674755
TNG10,FS3,0.7882181419674755
B995,GA5,0.78819425899419715
WSW10,H4,0.7881935804660736
GILG8,ST5,0.7881523147943977
ST5,GILG8,0.7881523147943977
B995,SP5,0.7881469353797009
SP5,B995,0.7881469353797009
NG5,SCRUBS1,0.7881070302339946
SCRUBS1,NG5,0.7881070302339946
O5,TB1,0.788089962312309
TB1,O5,0.788089962312309
B992,S81,0.7880697058671914
S81,B992,0.7880697058671914
BOBB5,PC1,0.7880558884385707
PC1,BOBB5,0.7880558884385707
TWCH3,WV3,0.7880425370265935
T7S6,C4,0.7880257288753629
WSW10,BB8,0.7879993818366772
MF10,XF2,0.7878811153115729
MCU4,PR9,0.7878516211853308
DA1,GA7,0.7878288597648593
HP8,TB4,0.7877844630820494
ONB8,S10,0.7877791725581033
S10,ONB8,0.7877791725581033
TL3,NCIS5,0.7877785661600087
TNG7,BATB1,0.7877773978716403
ST14,TB1,0.7877390945815687
TB1,ST14,0.7877390945815687
GILG1,TL8,0.7877184406149492
TL8,GILG1,0.7877184406149492
SsC1,B994,0.7876979298135085
SCDL5,FUTR10,0.7876720747094205
F4,GLEE10,0.7876489396331102
GLEE10,F4,0.7876489396331102
LOTR5,LW2,0.787637396564613
HP14,LOTR8,0.7875511079476194
LOTR8,HP14,0.7875511079476194
BATB2,FR5,0.7875153949915649
TWCH8,ALA3,0.7874159323519481
BC1,ONB7,0.7874049987155386
ONB7,BC1,0.7874049987155386
HIMYM2,HP21,0.7873960258072032
